"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"836",1235,1,NA,NA,NA,NA,NA,NA,NA,NA
"837",1237,9,44620,49,33,8800,"PLASTIC",2,25780.79053095,5
"838",1238,1,NA,NA,NA,NA,NA,NA,NA,NA
"839",1239,3,NA,NA,NA,NA,NA,NA,NA,NA
"840",1241,6,11560,30,38,2700,"PLASTIC",2,114.99160045,2
"841",1242,9,11560,39,34,13500,"PLASTIC",3,2730.49327177,5
"842",1245,1,NA,NA,NA,NA,NA,NA,NA,NA
"843",1246,9,11560,43,31,31100,"PLASTIC",0,9201.84312887,5
"844",1247,1,NA,NA,NA,NA,NA,NA,NA,NA
"845",1248,7,44100,41,33,13800,"PLASTIC",4,7974.0961664,3
"846",1250,4,11560,49,35,7000,"PLASTIC",1,NA,NA
"847",1251,6,53100,43,45,500,"PLASTIC",0,795.3507064,2
"848",1253,5,NA,36,48,3700,"DIGITAL",NA,723.71691414,2
"849",1254,4,11560,45,41,100,"PLASTIC",3,NA,NA
"850",1260,5,44100,32,39,25600,"PLASTIC",1,47.46371055,1
"851",1262,5,NA,47,30,500,"DIGITAL",NA,4383.3891793,2
"852",1267,7,64000,49,49,19000,"PLASTIC",0,196.57424424,3
"853",1270,7,53100,30,33,27300,"PLASTIC",2,2202.7934283,3
"854",1271,3,NA,NA,NA,NA,NA,NA,NA,NA
"855",1272,3,NA,35,32,56800,"DIGITAL",NA,NA,NA
"856",1273,4,53100,36,46,500,"PLASTIC",4,NA,NA
"857",1274,1,NA,NA,NA,NA,NA,NA,NA,NA
"858",1275,3,NA,NA,NA,NA,NA,NA,NA,NA
"859",1276,3,NA,NA,NA,NA,NA,NA,NA,NA
"860",1277,8,NA,32,48,18100,"DIGITAL",NA,4806.891993003,5
"861",1278,1,NA,NA,NA,NA,NA,NA,NA,NA
"862",1279,1,NA,NA,NA,NA,NA,NA,NA,NA
"863",1280,1,NA,NA,NA,NA,NA,NA,NA,NA
"864",1281,3,NA,NA,NA,NA,NA,NA,NA,NA
"865",1282,3,NA,NA,NA,NA,NA,NA,NA,NA
"866",1283,6,44100,47,33,2600,"PLASTIC",1,108.55969651,2
"867",1284,6,11560,41,45,3100,"PLASTIC",1,2835.4339752,2
"868",1285,5,64000,47,48,10900,"PLASTIC",3,778.2547599,1
"869",1286,3,NA,NA,NA,NA,NA,NA,NA,NA
"870",1287,7,44620,32,45,3500,"PLASTIC",2,1085.2357955,3
"871",1289,6,44620,44,38,19700,"PLASTIC",1,516.0331366,2
"872",1291,1,NA,NA,NA,NA,NA,NA,NA,NA
"873",1292,1,NA,NA,NA,NA,NA,NA,NA,NA
"874",1293,9,64000,45,41,7600,"PLASTIC",2,3026.12332073,5
"875",1294,8,44620,46,46,23100,"PLASTIC",2,5700.08490594,4
"876",1295,3,NA,NA,NA,NA,NA,NA,NA,NA
"877",1296,3,NA,NA,NA,NA,NA,NA,NA,NA
"878",1298,8,11560,45,42,17900,"PLASTIC",1,12683.89772377,4
"879",1299,3,NA,NA,NA,NA,NA,NA,NA,NA
"880",1300,1,NA,NA,NA,NA,NA,NA,NA,NA
"881",1301,4,53100,41,48,200,"PLASTIC",4,NA,NA
"882",1302,7,53100,32,43,3300,"PLASTIC",3,2554.37010365,3
"883",1303,1,NA,NA,NA,NA,NA,NA,NA,NA
"884",1307,3,NA,NA,NA,NA,NA,NA,NA,NA
"885",1310,3,NA,NA,NA,NA,NA,NA,NA,NA
"886",1312,8,44100,35,39,2800,"PLASTIC",3,3300.7885583,4
"887",1314,3,NA,NA,NA,NA,NA,NA,NA,NA
"888",1315,6,11560,31,30,20000,"PLASTIC",1,407.9393698,2
"889",1316,1,NA,NA,NA,NA,NA,NA,NA,NA
"890",1317,1,NA,NA,NA,NA,NA,NA,NA,NA
"891",1320,3,NA,NA,NA,NA,NA,NA,NA,NA
"892",1321,1,NA,NA,NA,NA,NA,NA,NA,NA
"893",1326,3,NA,NA,NA,NA,NA,NA,NA,NA
"894",1327,1,NA,NA,NA,NA,NA,NA,NA,NA
"895",1328,1,NA,NA,NA,NA,NA,NA,NA,NA
"896",1331,7,44100,37,37,1200,"PLASTIC",3,5071.20449921,3
"897",1334,1,NA,NA,NA,NA,NA,NA,NA,NA
"898",1336,4,64000,41,44,200,"PLASTIC",2,NA,NA
"899",1337,1,NA,NA,NA,NA,NA,NA,NA,NA
"900",1338,3,NA,NA,NA,NA,NA,NA,NA,NA
"901",1345,1,NA,NA,NA,NA,NA,NA,NA,NA
"902",1346,6,44100,31,45,15900,"PLASTIC",2,2010.43272508,2
"903",1348,1,NA,NA,NA,NA,NA,NA,NA,NA
"904",1350,3,NA,NA,NA,NA,NA,NA,NA,NA
"905",1351,1,NA,NA,NA,NA,NA,NA,NA,NA
"906",1354,1,NA,NA,NA,NA,NA,NA,NA,NA
"907",1356,1,NA,NA,NA,NA,NA,NA,NA,NA
"908",1357,5,64000,49,44,17600,"PLASTIC",3,662.5909294,1
"909",1359,1,NA,NA,NA,NA,NA,NA,NA,NA
"910",1360,4,NA,46,48,10400,"DIGITAL",NA,3345.171792,1
"911",1362,1,NA,NA,NA,NA,NA,NA,NA,NA
"912",1364,1,NA,NA,NA,NA,NA,NA,NA,NA
"913",1366,1,NA,NA,NA,NA,NA,NA,NA,NA
"914",1367,8,NA,42,43,6000,"DIGITAL",NA,2142.812973212,5
"915",1368,7,NA,33,41,4700,"DIGITAL",NA,2363.40596496,4
"916",1369,3,NA,NA,NA,NA,NA,NA,NA,NA
"917",1370,3,NA,NA,NA,NA,NA,NA,NA,NA
"918",1371,3,NA,NA,NA,NA,NA,NA,NA,NA
"919",1373,4,11560,35,45,2000,"PLASTIC",2,NA,NA
"920",1374,3,NA,NA,NA,NA,NA,NA,NA,NA
"921",1377,7,64000,36,41,8800,"PLASTIC",2,889.03734125,3
"922",1379,3,NA,NA,NA,NA,NA,NA,NA,NA
"923",1381,1,NA,NA,NA,NA,NA,NA,NA,NA
"924",1385,5,NA,44,45,11100,"DIGITAL",NA,5504.529642866,2
"925",1387,1,NA,NA,NA,NA,NA,NA,NA,NA
"926",1388,3,NA,NA,NA,NA,NA,NA,NA,NA
"927",1390,3,NA,NA,NA,NA,NA,NA,NA,NA
"928",1391,1,NA,NA,NA,NA,NA,NA,NA,NA
"929",1392,6,11560,46,37,12500,"PLASTIC",1,65.14336067,2
"930",1393,1,NA,NA,NA,NA,NA,NA,NA,NA
"931",1394,1,NA,NA,NA,NA,NA,NA,NA,NA
"932",1396,1,NA,NA,NA,NA,NA,NA,NA,NA
"933",1397,5,11560,45,44,1400,"PLASTIC",2,26.81735005,1
"934",1398,4,64000,34,36,12200,"PLASTIC",2,NA,NA
"935",1399,3,NA,NA,NA,NA,NA,NA,NA,NA
"936",1400,3,NA,NA,NA,NA,NA,NA,NA,NA
"937",1401,3,NA,NA,NA,NA,NA,NA,NA,NA
"938",1402,4,64000,48,34,42500,"PLASTIC",1,NA,NA
"939",1403,8,NA,30,30,8500,"DIGITAL",NA,6018.30286353,5
"940",1405,9,11560,45,38,2700,"PLASTIC",1,6024.46797581,5
"941",1408,3,NA,NA,NA,NA,NA,NA,NA,NA
"942",1409,6,11560,45,31,3300,"PLASTIC",1,1597.2296504,2
"943",1410,6,53100,44,49,7900,"PLASTIC",2,185.79772324,2
"944",1412,3,NA,NA,NA,NA,NA,NA,NA,NA
"945",1413,1,NA,NA,NA,NA,NA,NA,NA,NA
"946",1414,6,NA,49,49,5500,"DIGITAL",NA,2821.6386247,3
"947",1416,1,NA,NA,NA,NA,NA,NA,NA,NA
"948",1417,1,NA,NA,NA,NA,NA,NA,NA,NA
"949",1418,1,NA,NA,NA,NA,NA,NA,NA,NA
"950",1419,1,NA,NA,NA,NA,NA,NA,NA,NA
"951",1420,4,53100,31,49,12700,"PLASTIC",4,NA,NA
"952",1424,7,11560,38,48,3000,"PLASTIC",3,18645.2616145,3
"953",1425,1,NA,NA,NA,NA,NA,NA,NA,NA
"954",1426,3,NA,NA,NA,NA,NA,NA,NA,NA
"955",1431,3,NA,NA,NA,NA,NA,NA,NA,NA
"956",1433,1,NA,NA,NA,NA,NA,NA,NA,NA
"957",1435,3,NA,NA,NA,NA,NA,NA,NA,NA
"958",1436,4,NA,31,38,2800,"DIGITAL",NA,952.9172926,1
"959",1439,5,11560,42,44,11300,"PLASTIC",4,77.99227394,1
"960",1442,3,NA,NA,NA,NA,NA,NA,NA,NA
"961",1444,5,64000,44,43,4100,"PLASTIC",3,3.812617285,1
"962",1447,1,NA,NA,NA,NA,NA,NA,NA,NA
"963",1448,6,NA,43,40,7700,"DIGITAL",NA,4271.8826781,3
"964",1453,1,NA,NA,NA,NA,NA,NA,NA,NA
"965",1454,6,53100,49,31,13100,"PLASTIC",0,3704.328292982,2
"966",1455,3,NA,NA,NA,NA,NA,NA,NA,NA
"967",1457,5,64000,36,48,41800,"PLASTIC",3,125.7679543,1
"968",1458,8,44100,37,33,26600,"PLASTIC",2,8804.8543717,4
"969",1460,5,11560,34,35,31500,"PLASTIC",4,2504.096512,1
"970",1462,7,53100,35,33,2300,"PLASTIC",1,788.57775615,3
"971",1463,4,NA,44,49,200,"DIGITAL",NA,235.1452494,1
"972",1464,3,NA,NA,NA,NA,NA,NA,NA,NA
"973",1466,3,NA,NA,NA,NA,NA,NA,NA,NA
"974",1470,7,53100,40,42,400,"PLASTIC",2,272.64898352,3
"975",1471,1,NA,NA,NA,NA,NA,NA,NA,NA
"976",1472,5,44100,47,33,16700,"PLASTIC",3,318.1457986,1
"977",1473,3,NA,48,31,8400,"DIGITAL",NA,NA,NA
"978",1474,3,NA,NA,NA,NA,NA,NA,NA,NA
"979",1475,7,NA,48,49,14200,"DIGITAL",NA,1767.34916144,4
"980",1476,1,NA,NA,NA,NA,NA,NA,NA,NA
"981",1477,5,NA,31,42,13100,"DIGITAL",NA,26.815715827,2
"982",1479,1,NA,NA,NA,NA,NA,NA,NA,NA
"983",1480,3,NA,NA,NA,NA,NA,NA,NA,NA
"984",1481,1,NA,NA,NA,NA,NA,NA,NA,NA
"985",1484,8,53100,34,48,15100,"PLASTIC",1,10290.8261133,4
"986",1487,3,NA,34,47,25900,"DIGITAL",NA,NA,NA
"987",1489,3,NA,NA,NA,NA,NA,NA,NA,NA
"988",1490,4,NA,40,33,18100,"DIGITAL",NA,377.3222097,1
"989",1495,4,NA,42,39,11400,"DIGITAL",NA,72376.40999,1
"990",1496,3,NA,NA,NA,NA,NA,NA,NA,NA
"991",1497,3,NA,NA,NA,NA,NA,NA,NA,NA
"992",1499,3,NA,NA,NA,NA,NA,NA,NA,NA
"993",1500,3,NA,NA,NA,NA,NA,NA,NA,NA
"994",1502,6,NA,46,42,24100,"DIGITAL",NA,2347.4806665,3
"995",1503,7,NA,42,47,49400,"DIGITAL",NA,9097.68599843,4
"996",1505,9,11560,37,41,7400,"PLASTIC",1,8726.68153674,5
"997",1506,3,NA,NA,NA,NA,NA,NA,NA,NA
"998",1508,1,NA,NA,NA,NA,NA,NA,NA,NA
"999",1509,1,NA,NA,NA,NA,NA,NA,NA,NA
"1000",1513,1,NA,NA,NA,NA,NA,NA,NA,NA
"1001",1517,1,NA,NA,NA,NA,NA,NA,NA,NA
"1002",1518,6,NA,36,45,44900,"DIGITAL",NA,7762.40792754,3
"1003",1519,6,44100,31,40,3600,"PLASTIC",2,1661.5131113,2
"1004",1520,1,NA,NA,NA,NA,NA,NA,NA,NA
"1005",1522,1,NA,NA,NA,NA,NA,NA,NA,NA
"1006",1523,8,44620,34,42,1000,"PLASTIC",2,4845.5886955,4
"1007",1524,1,NA,NA,NA,NA,NA,NA,NA,NA
"1008",1525,3,NA,NA,NA,NA,NA,NA,NA,NA
"1009",1527,4,64000,36,36,8900,"PLASTIC",2,NA,NA
"1010",1529,9,44100,49,41,30900,"PLASTIC",3,4509.197746279,5
"1011",1530,7,11560,34,48,2900,"PLASTIC",5,3437.5795467,3
"1012",1533,3,NA,NA,NA,NA,NA,NA,NA,NA
"1013",1535,5,44620,31,43,14600,"PLASTIC",1,62.76420865,1
"1014",1536,8,53100,30,41,28800,"PLASTIC",1,944.77925536,4
"1015",1537,5,NA,30,42,22500,"DIGITAL",NA,1312.6757588,2
"1016",1539,1,NA,NA,NA,NA,NA,NA,NA,NA
"1017",1540,5,64000,48,44,20500,"PLASTIC",1,2794.71607,1
"1018",1543,6,11560,42,49,4800,"PLASTIC",1,3662.8430076,2
"1019",1544,1,NA,NA,NA,NA,NA,NA,NA,NA
"1020",1545,7,NA,34,33,2600,"DIGITAL",NA,2206.82128062,4
"1021",1546,1,NA,NA,NA,NA,NA,NA,NA,NA
"1022",1547,4,NA,41,48,3500,"DIGITAL",NA,96.35648046,1
"1023",1548,4,44620,45,37,13600,"PLASTIC",4,NA,NA
"1024",1549,7,53100,39,32,11600,"PLASTIC",3,1038.11434483,3
"1025",1550,3,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1553,1,NA,NA,NA,NA,NA,NA,NA,NA
"1027",1554,1,NA,NA,NA,NA,NA,NA,NA,NA
"1028",1555,7,53100,47,40,15500,"PLASTIC",1,52783.24150669,3
"1029",1557,3,NA,NA,NA,NA,NA,NA,NA,NA
"1030",1561,1,NA,NA,NA,NA,NA,NA,NA,NA
"1031",1562,7,44100,46,44,7600,"PLASTIC",4,963.2340716,3
"1032",1563,3,NA,NA,NA,NA,NA,NA,NA,NA
"1033",1564,3,NA,NA,NA,NA,NA,NA,NA,NA
"1034",1567,3,NA,NA,NA,NA,NA,NA,NA,NA
"1035",1569,6,53100,43,44,14000,"PLASTIC",1,2586.3510659,2
"1036",1570,3,NA,NA,NA,NA,NA,NA,NA,NA
"1037",1574,3,NA,NA,NA,NA,NA,NA,NA,NA
"1038",1575,1,NA,NA,NA,NA,NA,NA,NA,NA
"1039",1576,6,44100,35,49,400,"PLASTIC",1,5951.485129,2
"1040",1578,3,NA,NA,NA,NA,NA,NA,NA,NA
"1041",1579,4,44100,41,44,11100,"PLASTIC",3,NA,NA
"1042",1582,4,53100,32,45,8700,"PLASTIC",2,NA,NA
"1043",1585,1,NA,NA,NA,NA,NA,NA,NA,NA
"1044",1586,3,NA,NA,NA,NA,NA,NA,NA,NA
"1045",1588,1,NA,NA,NA,NA,NA,NA,NA,NA
"1046",1590,3,NA,30,39,6500,"DIGITAL",NA,NA,NA
"1047",1591,7,44100,33,33,29600,"PLASTIC",3,11538.57163098,3
"1048",1593,1,NA,NA,NA,NA,NA,NA,NA,NA
"1049",1596,1,NA,NA,NA,NA,NA,NA,NA,NA
"1050",1597,3,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1598,1,NA,NA,NA,NA,NA,NA,NA,NA
"1052",1599,4,64000,30,38,1500,"PLASTIC",2,NA,NA
"1053",1605,8,44100,36,34,9700,"PLASTIC",2,20650.6028811,4
"1054",1607,3,NA,NA,NA,NA,NA,NA,NA,NA
"1055",1608,1,NA,NA,NA,NA,NA,NA,NA,NA
"1056",1610,1,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1611,1,NA,NA,NA,NA,NA,NA,NA,NA
"1058",1614,5,44620,32,43,8300,"PLASTIC",4,3423.615804,1
"1059",1615,4,11560,31,39,1100,"PLASTIC",1,NA,NA
"1060",1616,8,53100,31,43,500,"PLASTIC",2,14063.49331011,4
"1061",1619,3,NA,NA,NA,NA,NA,NA,NA,NA
"1062",1620,1,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1621,8,44100,41,35,900,"PLASTIC",3,834.36682373,4
"1064",1622,1,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1623,5,NA,32,33,1100,"DIGITAL",NA,224.78540313,2
"1066",1625,9,64000,45,36,10800,"PLASTIC",1,3760.28182882,5
"1067",1627,1,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1628,1,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1634,9,64000,36,48,3400,"PLASTIC",1,18834.5704222,5
"1070",1635,1,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1638,6,NA,45,41,1600,"DIGITAL",NA,6176.8132011,3
"1072",1639,1,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1640,3,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1641,1,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1644,7,53100,45,47,600,"PLASTIC",3,952.62584968,3
"1076",1647,8,64000,31,45,0,"PLASTIC",2,3338.41048157,4
"1077",1648,3,NA,NA,NA,NA,NA,NA,NA,NA
"1078",1650,8,NA,37,42,100,"DIGITAL",NA,847.89049406,5
"1079",1652,6,NA,40,39,46700,"DIGITAL",NA,3908.3105236,3
"1080",1653,8,44100,45,47,4800,"PLASTIC",1,1405.4439124,4
"1081",1655,8,53100,35,42,100,"PLASTIC",2,2572.05328601,4
"1082",1656,4,53100,38,44,2200,"PLASTIC",1,NA,NA
"1083",1658,4,NA,39,33,3600,"DIGITAL",NA,73.02882345,1
"1084",1660,8,NA,32,31,21900,"DIGITAL",NA,1790.420009665,5
"1085",1662,3,NA,NA,NA,NA,NA,NA,NA,NA
"1086",1663,8,NA,34,45,39700,"DIGITAL",NA,30282.2001292,5
"1087",1664,1,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1666,3,NA,NA,NA,NA,NA,NA,NA,NA
"1089",1667,1,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1668,1,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1669,3,NA,NA,NA,NA,NA,NA,NA,NA
"1092",1670,6,53100,34,46,8600,"PLASTIC",1,2450.842267,2
"1093",1671,3,NA,NA,NA,NA,NA,NA,NA,NA
"1094",1673,6,64000,49,34,3100,"PLASTIC",3,2585.0023102,2
"1095",1674,8,NA,32,38,5600,"DIGITAL",NA,6611.04588039,5
"1096",1675,1,NA,NA,NA,NA,NA,NA,NA,NA
"1097",1677,1,NA,NA,NA,NA,NA,NA,NA,NA
"1098",1679,9,64000,30,30,16500,"PLASTIC",3,1039.01464684,5
"1099",1681,3,NA,NA,NA,NA,NA,NA,NA,NA
"1100",1682,4,44100,43,33,8200,"PLASTIC",4,NA,NA
"1101",1683,5,11560,38,43,27300,"PLASTIC",3,298.3251735,1
"1102",1685,8,NA,42,49,8500,"DIGITAL",NA,3911.75120575,5
"1103",1686,8,44100,34,45,19000,"PLASTIC",1,368.398375818,4
"1104",1687,8,11560,39,30,18800,"PLASTIC",2,7804.2341625,4
"1105",1688,7,53100,33,41,3400,"PLASTIC",2,2585.1463876,3
"1106",1690,1,NA,NA,NA,NA,NA,NA,NA,NA
"1107",1691,1,NA,NA,NA,NA,NA,NA,NA,NA
"1108",1692,1,NA,NA,NA,NA,NA,NA,NA,NA
"1109",1694,8,44100,48,41,700,"PLASTIC",3,1843.5808863,4
"1110",1695,9,11560,30,36,0,"PLASTIC",2,53196.026225888,5
"1111",1696,3,NA,NA,NA,NA,NA,NA,NA,NA
"1112",1697,7,11560,39,47,14400,"PLASTIC",3,1944.28018286,3
"1113",1698,3,NA,NA,NA,NA,NA,NA,NA,NA
"1114",1699,1,NA,NA,NA,NA,NA,NA,NA,NA
"1115",1700,1,NA,NA,NA,NA,NA,NA,NA,NA
"1116",1702,3,NA,NA,NA,NA,NA,NA,NA,NA
"1117",1703,3,NA,NA,NA,NA,NA,NA,NA,NA
"1118",1704,4,44100,34,49,9900,"PLASTIC",2,NA,NA
"1119",1705,1,NA,NA,NA,NA,NA,NA,NA,NA
"1120",1706,3,NA,NA,NA,NA,NA,NA,NA,NA
"1121",1707,6,44100,31,44,28000,"PLASTIC",1,397.73123515,2
"1122",1708,7,53100,43,47,2500,"PLASTIC",1,187.37352526,3
"1123",1709,1,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1713,7,53100,33,34,9900,"PLASTIC",3,18491.6376511,3
"1125",1715,3,NA,NA,NA,NA,NA,NA,NA,NA
"1126",1717,1,NA,NA,NA,NA,NA,NA,NA,NA
"1127",1718,5,44100,40,35,14800,"PLASTIC",3,26.62651819,1
"1128",1720,6,NA,44,37,32100,"DIGITAL",NA,2424.96435599,3
"1129",1724,7,44100,49,46,9100,"PLASTIC",1,694.16662515,3
"1130",1726,1,NA,NA,NA,NA,NA,NA,NA,NA
"1131",1728,8,44620,40,46,4000,"PLASTIC",2,545.47243344,4
"1132",1730,7,11560,31,43,1900,"PLASTIC",4,791.6368098,3
"1133",1731,3,NA,NA,NA,NA,NA,NA,NA,NA
"1134",1732,1,NA,NA,NA,NA,NA,NA,NA,NA
"1135",1733,1,NA,NA,NA,NA,NA,NA,NA,NA
"1136",1734,7,53100,42,39,4100,"PLASTIC",0,1690.249732,3
"1137",1736,4,44100,45,36,1700,"PLASTIC",2,NA,NA
"1138",1737,4,44100,47,43,42100,"PLASTIC",3,NA,NA
"1139",1738,3,NA,NA,NA,NA,NA,NA,NA,NA
"1140",1741,3,NA,NA,NA,NA,NA,NA,NA,NA
"1141",1744,4,44100,33,42,6100,"PLASTIC",2,NA,NA
"1142",1745,1,NA,NA,NA,NA,NA,NA,NA,NA
"1143",1747,1,NA,NA,NA,NA,NA,NA,NA,NA
"1144",1748,9,44100,38,38,14600,"PLASTIC",0,8549.11532302,5
"1145",1749,1,NA,NA,NA,NA,NA,NA,NA,NA
"1146",1753,6,NA,45,43,5500,"DIGITAL",NA,6243.749801769,3
"1147",1754,3,NA,NA,NA,NA,NA,NA,NA,NA
"1148",1755,1,NA,NA,NA,NA,NA,NA,NA,NA
"1149",1756,3,NA,NA,NA,NA,NA,NA,NA,NA
"1150",1757,7,64000,48,35,8600,"PLASTIC",1,4593.545342,3
"1151",1758,1,NA,NA,NA,NA,NA,NA,NA,NA
"1152",1759,6,44100,34,30,11600,"PLASTIC",2,10178.5380639,2
"1153",1765,6,53100,38,32,6700,"PLASTIC",4,576.06185883,2
"1154",1767,3,NA,NA,NA,NA,NA,NA,NA,NA
"1155",1769,3,NA,NA,NA,NA,NA,NA,NA,NA
"1156",1770,1,NA,NA,NA,NA,NA,NA,NA,NA
"1157",1771,6,53100,37,31,21200,"PLASTIC",4,323.6847801,2
"1158",1772,1,NA,NA,NA,NA,NA,NA,NA,NA
"1159",1773,1,NA,NA,NA,NA,NA,NA,NA,NA
"1160",1775,7,44100,45,39,19100,"PLASTIC",1,2378.30857556,3
"1161",1776,5,44100,35,39,2500,"PLASTIC",0,35.99066296,1
"1162",1777,7,44100,34,44,11600,"PLASTIC",2,1165.5929748,3
"1163",1778,7,NA,34,44,6400,"DIGITAL",NA,559.766672292,4
"1164",1779,7,44100,31,49,26100,"PLASTIC",1,418.56915517,3
"1165",1781,3,NA,NA,NA,NA,NA,NA,NA,NA
"1166",1782,3,NA,NA,NA,NA,NA,NA,NA,NA
"1167",1783,1,NA,NA,NA,NA,NA,NA,NA,NA
"1168",1784,8,64000,36,44,42100,"PLASTIC",3,1196.004660533,4
"1169",1785,4,NA,44,38,4700,"DIGITAL",NA,244.2007395,1
"1170",1786,4,11560,37,48,7700,"PLASTIC",2,NA,NA
"1171",1787,8,53100,48,48,44600,"PLASTIC",1,10440.18956075,4
"1172",1789,3,NA,NA,NA,NA,NA,NA,NA,NA
"1173",1792,9,44620,46,44,2700,"PLASTIC",2,2506.2445201,5
"1174",1793,7,NA,35,42,15700,"DIGITAL",NA,2846.605521602,4
"1175",1795,3,NA,NA,NA,NA,NA,NA,NA,NA
"1176",1797,6,53100,36,35,29200,"PLASTIC",2,245.3195349,2
"1177",1798,5,11560,30,39,17900,"PLASTIC",1,2050.271233,1
"1178",1801,1,NA,NA,NA,NA,NA,NA,NA,NA
"1179",1802,1,NA,NA,NA,NA,NA,NA,NA,NA
"1180",1803,4,NA,31,41,10100,"DIGITAL",NA,6804.497474,1
"1181",1805,5,NA,49,45,5400,"DIGITAL",NA,2022.8379614,2
"1182",1812,9,53100,35,38,24500,"PLASTIC",2,8101.7535425,5
"1183",1813,3,NA,30,43,18500,"DIGITAL",NA,NA,NA
"1184",1814,4,NA,41,41,7900,"DIGITAL",NA,278.1080977,1
"1185",1815,1,NA,NA,NA,NA,NA,NA,NA,NA
"1186",1816,8,53100,44,38,4600,"PLASTIC",1,38593.9183191,4
"1187",1817,1,NA,NA,NA,NA,NA,NA,NA,NA
"1188",1818,1,NA,NA,NA,NA,NA,NA,NA,NA
"1189",1819,1,NA,NA,NA,NA,NA,NA,NA,NA
"1190",1821,1,NA,NA,NA,NA,NA,NA,NA,NA
"1191",1822,3,NA,49,48,2400,"DIGITAL",NA,NA,NA
"1192",1823,1,NA,NA,NA,NA,NA,NA,NA,NA
"1193",1825,3,NA,NA,NA,NA,NA,NA,NA,NA
"1194",1827,9,11560,46,36,12500,"PLASTIC",4,3176.817130342,5
"1195",1829,1,NA,NA,NA,NA,NA,NA,NA,NA
"1196",1831,3,NA,NA,NA,NA,NA,NA,NA,NA
"1197",1832,5,44100,37,44,1700,"PLASTIC",1,57.79718429,1
"1198",1833,1,NA,NA,NA,NA,NA,NA,NA,NA
"1199",1834,3,NA,NA,NA,NA,NA,NA,NA,NA
"1200",1837,1,NA,NA,NA,NA,NA,NA,NA,NA
"1201",1838,1,NA,NA,NA,NA,NA,NA,NA,NA
"1202",1841,1,NA,NA,NA,NA,NA,NA,NA,NA
"1203",1844,1,NA,NA,NA,NA,NA,NA,NA,NA
"1204",1845,1,NA,NA,NA,NA,NA,NA,NA,NA
"1205",1850,1,NA,NA,NA,NA,NA,NA,NA,NA
"1206",1851,3,NA,NA,NA,NA,NA,NA,NA,NA
"1207",1852,3,NA,NA,NA,NA,NA,NA,NA,NA
"1208",1853,1,NA,NA,NA,NA,NA,NA,NA,NA
"1209",1854,1,NA,NA,NA,NA,NA,NA,NA,NA
"1210",1855,3,NA,NA,NA,NA,NA,NA,NA,NA
"1211",1860,1,NA,NA,NA,NA,NA,NA,NA,NA
"1212",1861,3,NA,NA,NA,NA,NA,NA,NA,NA
"1213",1862,4,64000,46,45,12000,"PLASTIC",0,NA,NA
"1214",1863,1,NA,NA,NA,NA,NA,NA,NA,NA
"1215",1865,3,NA,NA,NA,NA,NA,NA,NA,NA
"1216",1867,3,NA,NA,NA,NA,NA,NA,NA,NA
"1217",1868,3,NA,NA,NA,NA,NA,NA,NA,NA
"1218",1869,5,53100,46,31,16600,"PLASTIC",2,19.70856973,1
"1219",1871,9,44100,39,36,1800,"PLASTIC",3,8503.675486,5
"1220",1875,3,NA,NA,NA,NA,NA,NA,NA,NA
"1221",1878,1,NA,NA,NA,NA,NA,NA,NA,NA
"1222",1879,1,NA,NA,NA,NA,NA,NA,NA,NA
"1223",1881,3,NA,NA,NA,NA,NA,NA,NA,NA
"1224",1882,1,NA,NA,NA,NA,NA,NA,NA,NA
"1225",1885,7,NA,44,45,108300,"DIGITAL",NA,163.15741852,4
"1226",1888,3,NA,NA,NA,NA,NA,NA,NA,NA
"1227",1889,3,NA,NA,NA,NA,NA,NA,NA,NA
"1228",1890,9,53100,39,32,8000,"PLASTIC",0,1608.24452985,5
"1229",1892,8,53100,34,48,23200,"PLASTIC",3,235.385497132,4
"1230",1893,3,NA,NA,NA,NA,NA,NA,NA,NA
"1231",1895,3,NA,NA,NA,NA,NA,NA,NA,NA
"1232",1896,3,NA,NA,NA,NA,NA,NA,NA,NA
"1233",1897,3,NA,NA,NA,NA,NA,NA,NA,NA
"1234",1898,1,NA,NA,NA,NA,NA,NA,NA,NA
"1235",1901,1,NA,NA,NA,NA,NA,NA,NA,NA
"1236",1902,1,NA,NA,NA,NA,NA,NA,NA,NA
"1237",1903,1,NA,NA,NA,NA,NA,NA,NA,NA
"1238",1904,1,NA,NA,NA,NA,NA,NA,NA,NA
"1239",1909,1,NA,NA,NA,NA,NA,NA,NA,NA
